Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,Clubshell (Pleurobema clava) - AL; Free-,,,,,,
"",,Flowing Reach of the Tennessee River below,,,,,,
"",747,,EXPN,"$24,500",$0,"$24,500",$0,"$24,500"
"",,"the Wilson Dam, Colbert and Lauderdale",,,,,,
"",,"Counties, AL",,,,,,
"",,"Clubshell, black (Pleurobema curtum) -",,,,,,
"",1258,,E,$0,$100,$100,$400,$500
"",,Wherever found,,,,,,
"",,"Clubshell, ovate (Pleurobema perovatum) -",,,,,,
"",1048,,E,"$3,000","$2,711","$5,711","$2,900","$8,611"
"",,Wherever found,,,,,,
"",,"Clubshell, southern (Pleurobema decisum) -",,,,,,
"",905,,E,"$2,500","$8,165","$10,665","$3,400","$14,065"
"",,Wherever found,,,,,,
"",,"Combshell, Cumberlandian (Epioblasma",,,,,,
"",550,brevidens) - Wherever found; Except where,E,"$34,500","$1,417","$35,917","$20,000","$55,917"
"",,listed as Experimental Populations,,,,,,
"",,"Combshell, Cumberlandian (Epioblasma",,,,,,
"",,brevidens) - AL; Free-Flowing Reach of the,,,,,,
"",1252,,EXPN,$0,"$1,002","$1,002",$0,"$1,002"
"",,"Tennessee River below the Wilson Dam,",,,,,,
"",,"Colbert and Lauderdale Counties, AL",,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,"Combshell, southern (Epioblasma penita) -",,,,,,,
"",1239,,E,$0,$100,,$100,"$1,400","$1,500"
"",,Wherever found,,,,,,,
"",,"Combshell, upland (Epioblasma metastriata) -",,,,,,,
"",1174,,E,"$1,500","$1,896",,"$3,396","$1,000","$4,396"
"",,Wherever found,,,,,,,
"",,"Ebonyshell, round (Fusconaia rotulata) -",,,,,,,
"",775,,E,$700,"$20,648",,"$21,348",$0,"$21,348"
"",,Wherever found,,,,,,,
"",,"Elktoe, Appalachian (Alasmidonta raveneliana) -",,,,,,,
"",279,,E,"$69,500","$196,814",,"$266,314","$9,900","$276,214"
"",,Wherever found,,,,,,,
"",,"Elktoe, Cumberland (Alasmidonta",,,,,,,
"",786,,E,"$13,000","$2,618",,"$15,618","$5,000","$20,618"
"",,atropurpurea) - Wherever found,,,,,,,
"",,Fanshell (Cyprogenia stegaria) - Wherever,,,,,,,
"",382,,E,"$60,900","$62,274",,"$123,174","$10,166","$133,340"
"",,found,,,,,,,
"",,Fanshell (Cyprogenia stegaria) - U.S.A. (TN -,,,,,,,
"",1193,specified portions of the French Broad and,EXPN,$0,"$3,379",,"$3,379",$0,"$3,379"
"",,Holston Rivers; see 17.85(b)(1)),,,,,,,
"",,"Fatmucket, Arkansas (Lampsilis powellii) -",,,,,,,
"",883,,T,"$8,000","$3,312",,"$11,312","$4,000","$15,312"
"",,Wherever found,,,,,,,
"",,"Heelsplitter, Carolina (Lasmigona decorata) -",,,,,,,
"",258,,E,"$258,000","$6,280",,"$264,280","$67,600","$331,880"
"",,Wherever found,,,,,,,
"",,"Heelsplitter, Inflated (Potamilus inflatus) -",,,,,,,
"",607,,T,"$36,500","$5,934",,"$42,434",$400,"$42,834"
"",,Wherever found,,,,,,,
"",,Higgins eye (pearlymussel) (Lampsilis,,,,,,,
"",140,,E,"$290,200","$645,500",,"$935,700","$15,800","$951,500"
"",,higginsii) - Wherever found,,,,,,,
"",,"Hornshell, Texas (Popenaias popeii) - Wherever",,,,,,,
"",713,,E,"$4,500","$23,100",,"$27,600",$0,"$27,600"
"",,found,,,,,,,
"",,"Kidneyshell, fluted (Ptychobranchus subtentus) -",,,,,,,
"",487,,E,"$15,000","$61,953",,"$76,953",$0,"$76,953"
"",,Wherever found,,,,,,,
"",,"Kidneyshell, southern (Ptychobranchus jonesi) -",,,,,,,
"",624,,E,"$5,000","$35,157",,"$40,157",$0,"$40,157"
"",,Wherever found,,,,,,,
"",,"Kidneyshell, triangular (Ptychobranchus",,,,,,,
"",1055,,E,"$5,000","$1,430",,"$6,430","$2,000","$8,430"
"",,greenii) - Wherever found,,,,,,,
"",,"Lampmussel, Alabama (Lampsilis virescens) -",,,,,,,
"",1221,Wherever found; Except where listed as,E,"$2,500",$0,,"$2,500",$0,"$2,500"
"",,Experimental Populations,,,,,,,
"",,"Lampmussel, Alabama (Lampsilis virescens) -",,,,,,,
"",,AL; Free-Flowing Reach of the Tennessee,,,,,,,
"",1225,,EXPN,$0,"$2,380",,"$2,380",$0,"$2,380"
"",,"River below the Wilson Dam, Colbert and",,,,,,,
"",,"Lauderdale Counties, AL",,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,"Lance, yellow (Elliptio lanceolata) - Wherever",,,,,,,
"",412,,T,"$91,418","$2,018",,"$93,436","$15,310","$108,746"
"",,found,,,,,,,
"",,"Lilliput, pale (pearlymussel) (Toxolasma",,,,,,,
"",1189,,E,"$3,500",$100,,"$3,600",$0,"$3,600"
"",,cylindrellus) - Wherever found,,,,,,,
"",,"Mapleleaf, winged (Quadrula fragosa) -",,,,,,,
"",589,"Wherever found, except where listed as an",E,"$25,447","$21,188",,"$46,635",$0,"$46,635"
"",,experimental population,,,,,,,
"",,"Moccasinshell, Alabama (Medionidus",,,,,,,
"",1052,,T,"$4,000","$1,056",,"$5,056","$3,400","$8,456"
"",,acutissimus) - Wherever found,,,,,,,
"",,"Moccasinshell, Coosa (Medionidus parvulus) -",,,,,,,
"",1179,,E,"$3,000",$120,,"$3,120","$1,000","$4,120"
"",,Wherever found,,,,,,,
"",,"Moccasinshell, Gulf (Medionidus penicillatus) -",,,,,,,
"",632,,E,"$16,500","$20,000",,"$36,500","$2,500","$39,000"
"",,Wherever found,,,,,,,
"",,"Moccasinshell, Ochlockonee (Medionidus",,,,,,,
"",668,,E,"$11,500","$20,000",,"$31,500","$1,000","$32,500"
"",,simpsonianus) - Wherever found,,,,,,,
"",,"Moccasinshell, Suwannee (Medionidus walkeri)",,,,,,,
"",876,,T,"$9,000","$1,536",,"$10,536","$5,000","$15,536"
"",,- Wherever found,,,,,,,
"",,"Monkeyface, Appalachian (pearlymussel)",,,,,,,
"",1249,,E,"$1,000",$100,,"$1,100",$0,"$1,100"
"",,(Quadrula sparsa) - Wherever found,,,,,,,
"",,"Monkeyface, Appalachian (pearlymussel)",,,,,,,
"",,(Quadrula sparsa) - USA (TN - specified,,,,,,,
"",1164,,EXPN,"$4,500",$425,,"$4,925",$0,"$4,925"
"",,portions of the French Broad and Holston,,,,,,,
"",,Rivers; see 17.85(b)(1)),,,,,,,
"",,"Monkeyface, Cumberland (pearlymussel)",,,,,,,
"",,(Quadrula intermedia) - Wherever found;,,,,,,,
"",474,,E,"$21,000","$60,010",,"$81,010",$0,"$81,010"
"",,Except where listed as Experimental,,,,,,,
"",,Populations,,,,,,,
"",,"Monkeyface, Cumberland (pearlymussel)",,,,,,,
"",,(Quadrula intermedia) - AL; Free-Flowing,,,,,,,
"",1262,,EXPN,$300,$0,,$300,$0,$300
"",,Reach of the Tennessee River below the Wilson,,,,,,,
"",,"Dam, Colbert and Lauderdale Counties, AL",,,,,,,
"",,"Monkeyface, Cumberland (pearlymussel)",,,,,,,
"",,(Quadrula intermedia) - U.S.A. (TN - specified,,,,,,,
"",1262,,EXPN,$300,$0,,$300,$0,$300
"",,portions of the French Broad and Holston,,,,,,,
"",,Rivers; see 17.85(b)(1)),,,,,,,
"",,"Mucket, Neosho (Lampsilis rafinesqueana) -",,,,,,,
"",291,,E,"$118,804","$121,842",,"$240,646","$8,800","$249,446"
"",,Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,"Mucket, orangenacre (Lampsilis perovalis) -",,,,,,,
"",1160,,T,"$3,500","$1,576",,"$5,076",$0,"$5,076"
"",,Wherever found,,,,,,,
"",,"Mucket, pink (pearlymussel) (Lampsilis",,,,,,,
"",283,,E,"$191,500","$59,204",,"$250,704","$16,166","$266,870"
"",,abrupta) - Wherever found,,,,,,,
"",,"Mussel, oyster (Epioblasma capsaeformis) -",,,,,,,
"",848,Wherever found; Except where listed as,E,"$15,500","$1,557",,"$17,057",$0,"$17,057"
"",,Experimental Populations,,,,,,,
"",,"Mussel, oyster (Epioblasma capsaeformis) -",,,,,,,
"",,AL; Free-Flowing Reach of the Tennessee,,,,,,,
"",1246,,EXPN,$0,"$1,253",,"$1,253",$0,"$1,253"
"",,"River below the Wilson Dam, Colbert and",,,,,,,
"",,"Lauderdale Counties, AL",,,,,,,
"",,"Mussel, scaleshell (Leptodea leptodon) -",,,,,,,
"",478,,E,"$61,847","$15,683",,"$77,530","$1,700","$79,230"
"",,Wherever found,,,,,,,
"",,"Mussel, sheepnose (Plethobasus cyphyus) -",,,,,,,
"",298,,E,"$146,560","$77,404",,"$223,964","$13,666","$237,630"
"",,Wherever found,,,,,,,
"",,"Mussel, snuffbox (Epioblasma triquetra) -",,,,,,,
"",225,,E,"$332,810","$86,656",,"$419,466","$26,266","$445,732"
"",,Wherever found,,,,,,,
"",,"Mussel, snuffbox (Epioblasma triquetra) -",,,,,,,
"",1260,,NS,$0,$0,,$0,$400,$400
"",,Wherever found,,,,,,,
"",,"Pearlshell, Alabama (Margaritifera marrianae) -",,,,,,,
"",1142,,E,"$5,500",$290,,"$5,790",$0,"$5,790"
"",,Wherever found,,,,,,,
"",,"Pearlshell, Louisiana (Margaritifera hembeli) -",,,,,,,
"",255,,T,"$329,000","$13,600",,"$342,600","$1,000","$343,600"
"",,Wherever found,,,,,,,
"",,"Pearlymussel, birdwing (Lemiox rimosus) -",,,,,,,
"",519,Wherever found; Except where listed as,E,"$4,000","$59,900",,"$63,900",$0,"$63,900"
"",,Experimental Populations,,,,,,,
"",,"Pearlymussel, birdwing (Lemiox rimosus) - AL;",,,,,,,
"",,Free-Flowing Reach of the Tennessee River,,,,,,,
"",1261,,EXPN,$0,$350,,$350,$0,$350
"",,"below the Wilson Dam, Colbert, and",,,,,,,
"",,"Lauderdale Counties, AL",,,,,,,
"",,"Pearlymussel, cracking (Hemistena lata) -",,,,,,,
"",514,Wherever found; Except where listed as,E,"$5,500","$60,210",,"$65,710",$0,"$65,710"
"",,Experimental Populations,,,,,,,
"",,"Pearlymussel, cracking (Hemistena lata) - AL;",,,,,,,
"",,Free-Flowing Reach of the Tennessee River,,,,,,,
"",1264,,EXPN,$0,$251,,$251,$0,$251
"",,"below the Wilson Dam, Colbert and Lauderdale",,,,,,,
"",,"Counties, AL",,,,,,,
"",,"Pearlymussel, Curtis (Epioblasma florentina",,,,,,,
"",1195,,E,"$2,700",$666,,"$3,366",$0,"$3,366"
"",,curtisii) - Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,"Pearlymussel, dromedary (Dromus dromas) -",,,,,,,
"",966,Wherever found; Except where listed as,E,"$5,500","$1,177",,"$6,677","$5,000","$11,677"
"",,Experimental Populations,,,,,,,
"",,"Pearlymussel, dromedary (Dromus dromas) -",,,,,,,
"",,AL; Free-Flowing Reach of the Tennessee,,,,,,,
"",1192,,EXPN,$0,"$3,382",,"$3,382",$0,"$3,382"
"",,"River below the Wilson Dam, Colbert and",,,,,,,
"",,"Lauderdale Counties, AL",,,,,,,
"",,"Pearlymussel, littlewing (Pegias fabula) -",,,,,,,
"",543,,E,"$16,000","$32,364",,"$48,364","$10,000","$58,364"
"",,Wherever found,,,,,,,
"",,"Pearlymussel, slabside (Pleuronaia",,,,,,,
"",510,,E,"$5,500","$61,127",,"$66,627",$400,"$67,027"
"",,dolabelloides) - Wherever found,,,,,,,
"",,"Pigtoe, Cumberland (Pleurobema gibberum) -",,,,,,,
"",1202,,E,"$2,500",$726,,"$3,226",$0,"$3,226"
"",,Wherever found,,,,,,,
"",,"Pigtoe, dark (Pleurobema furvum) - Wherever",,,,,,,
"",1209,,E,"$2,500",$573,,"$3,073",$0,"$3,073"
"",,found,,,,,,,
"",,"Pigtoe, finerayed (Fusconaia cuneolus) -",,,,,,,
"",471,Wherever found; Except where listed as,E,"$22,500","$60,150",,"$82,650",$0,"$82,650"
"",,Experimental Populations,,,,,,,
"",,"Pigtoe, finerayed (Fusconaia cuneolus) - AL;",,,,,,,
"",,Free-Flowing Reach of the Tennessee River,,,,,,,
"",1185,,EXPN,$300,"$3,508",,"$3,808",$0,"$3,808"
"",,"below the Wilson Dam, Colbert and Lauderdale",,,,,,,
"",,"Counties, AL",,,,,,,
"",,"Pigtoe, finerayed (Fusconaia cuneolus) - U.S.A.",,,,,,,
"",1262,(TN - specified portions of the French Broad,EXPN,$300,$0,,$300,$0,$300
"",,and Holston Rivers; see 17.85(b)(1)),,,,,,,
"",,"Pigtoe, flat (Pleurobema marshalli) - Wherever",,,,,,,
"",1260,,E,$0,$0,,$0,$400,$400
"",,found,,,,,,,
"",,"Pigtoe, fuzzy (Pleurobema strodeanum) -",,,,,,,
"",611,,T,"$7,000","$35,499",,"$42,499",$0,"$42,499"
"",,Wherever found,,,,,,,
"",,"Pigtoe, Georgia (Pleurobema hanleyianum) -",,,,,,,
"",1172,,E,"$1,500",$0,,"$1,500","$3,000","$4,500"
"",,Wherever found,,,,,,,
"",,"Pigtoe, heavy (Pleurobema taitianum) -",,,,,,,
"",1240,,E,$700,$764,,"$1,464",$0,"$1,464"
"",,Wherever found,,,,,,,
"",,"Pigtoe, narrow (Fusconaia escambia) -",,,,,,,
"",588,,T,"$26,000","$20,989",,"$46,989",$0,"$46,989"
"",,Wherever found,,,,,,,
"",,"Pigtoe, oval (Pleurobema pyriforme) -",,,,,,,
"",363,,E,"$44,000","$96,152",,"$140,152","$5,000","$145,152"
"",,Wherever found,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,"Pigtoe, rough (Pleurobema plenum) - Wherever",,,,,,
"",574,,E,"$28,500","$19,018","$47,518","$2,000","$49,518"
"",,found,,,,,,
"",,"Pigtoe, rough (Pleurobema plenum) - U.S.A.",,,,,,
"",1161,(TN - specified portions of the French Broad,EXPN,"$2,000","$3,006","$5,006",$0,"$5,006"
"",,and Holston Rivers; see 17.85(b)(1)),,,,,,
"",,"Pigtoe, shiny (Fusconaia cor) - Wherever found;",,,,,,
"",472,Except where listed as Experimental,E,"$22,000","$60,250","$82,250",$0,"$82,250"
"",,Populations,,,,,,
"",,"Pigtoe, shiny (Fusconaia cor) - AL; Free-",,,,,,
"",,Flowing Reach of the Tennessee River below,,,,,,
"",1204,,EXPN,$300,"$2,881","$3,181",$0,"$3,181"
"",,"the Wilson Dam, Colbert and Lauderdale",,,,,,
"",,"Counties, AL",,,,,,
"",,"Pigtoe, shiny (Fusconaia cor) - U.S.A. (TN -",,,,,,
"",1262,specified portions of the French Broad and,EXPN,$300,$0,$300,$0,$300
"",,Holston Rivers; see 17.85(b)(1)),,,,,,
"",,"Pigtoe, southern (Pleurobema georgianum) -",,,,,,
"",1029,,E,"$3,500",$829,"$4,329","$5,000","$9,329"
"",,Wherever found,,,,,,
"",,"Pigtoe, tapered (Fusconaia burkei) - Wherever",,,,,,
"",780,,T,"$6,500","$14,510","$21,010",$0,"$21,010"
"",,found,,,,,,
"",,"Pimpleback, orangefoot (pearlymussel)",,,,,,
"",538,,E,"$33,000","$23,170","$56,170","$3,529","$59,699"
"",,(Plethobasus cooperianus) - Wherever found,,,,,,
"",,"Pimpleback, orangefoot (pearlymussel)",,,,,,
"",,(Plethobasus cooperianus) - U.S.A. (TN -,,,,,,
"",1163,,EXPN,$0,$0,$0,"$5,000","$5,000"
"",,specified portions of the French Broad and,,,,,,
"",,Holston Rivers; see 17.85(b)(1)),,,,,,
"",,"Pocketbook, fat (Potamilus capax) - Wherever",,,,,,
"",309,,E,"$74,500","$144,504","$219,004",$0,"$219,004"
"",,found,,,,,,
"",,"Pocketbook, finelined (Lampsilis altilis) -",,,,,,
"",868,,T,"$4,500","$6,263","$10,763","$5,000","$15,763"
"",,Wherever found,,,,,,
"",,"Pocketbook, Ouachita rock (Arkansia wheeleri) -",,,,,,
"",476,,E,"$72,963","$5,588","$78,551","$1,600","$80,151"
"",,Wherever found,,,,,,
"",,"Pocketbook, shinyrayed (Lampsilis",,,,,,
"",610,,E,"$17,500","$20,000","$37,500","$5,000","$42,500"
"",,subangulata) - Wherever found,,,,,,
"",,"Pocketbook, speckled (Lampsilis streckeri) -",,,,,,
"",1201,,E,$0,$100,$100,"$3,200","$3,300"
"",,Wherever found,,,,,,
Group Name,Rank,Species (50 CFR Part 17) Status,,FWS Total,Other Fed,Federal Total,States Total,Species Total
"",,Purple Cat's paw (=Purple Cat's paw,,,,,,
"",,pearlymussel) (Epioblasma obliquata obliquata),,,,,,
"",704,E,,"$10,000","$12,654","$22,654","$6,166","$28,820"
"",,- Wherever found; Except where listed as,,,,,,
"",,Experimental Populations,,,,,,
"",,Purple Cat's paw (=Purple Cat's paw,,,,,,
"",,pearlymussel) (Epioblasma obliquata obliquata),,,,,,
"",1264,- AL; Free-Flowing Reach of the Tennessee EXPN,,$0,$251,$251,$0,$251
"",,"River below the Wilson Dam, Colbert and",,,,,,
"",,"Lauderdale Counties, AL",,,,,,
"",,Rabbitsfoot (Quadrula cylindrica cylindrica) -,,,,,,
"",286,T,,"$160,716","$93,147","$253,863","$7,866","$261,729"
"",,Wherever found,,,,,,
"",1260,Rabbitsfoot (Quadrula cylindrica cylindrica) - NS,,$0,$0,$0,$400,$400
"",,"Rabbitsfoot, rough (Quadrula cylindrica",,,,,,
"",1099,E,,"$4,000","$3,106","$7,106",$0,"$7,106"
"",,strigillata) - Wherever found,,,,,,
"",,"Riffleshell, northern (Epioblasma torulosa",,,,,,
"",343,E,,"$120,555","$33,865","$154,420","$7,166","$161,586"
"",,rangiana) - Wherever found,,,,,,
"",,"Riffleshell, tan (Epioblasma florentina walkeri",,,,,,
"",541,E,,"$47,600","$1,183","$48,783","$10,000","$58,783"
"",,(=E. walkeri)) - Wherever found,,,,,,
"",,Ring pink (mussel) (Obovaria retusa) -,,,,,,
"",580,E,,"$26,000","$20,180","$46,180","$2,000","$48,180"
"",,Wherever found,,,,,,
"",,"Sandshell, Southern (Hamiota australis) -",,,,,,
"",602,T,,"$8,000","$35,499","$43,499",$0,"$43,499"
"",,Wherever found,,,,,,
"",,"Slabshell, Chipola (Elliptio chipolaensis) -",,,,,,
"",392,T,,"$32,000","$95,240","$127,240",$0,"$127,240"
"",,Wherever found,,,,,,
"",,Spectaclecase (mussel) (Cumberlandia,,,,,,
"",339,E,,"$80,310","$55,956","$136,266","$28,800","$165,066"
"",,monodonta) - Wherever found,,,,,,
"",,"Spinymussel, Altamaha (Elliptio spinosa) -",,,,,,
"",1232,E,,$0,$0,$0,"$2,000","$2,000"
"",,Wherever found,,,,,,
"",,"Spinymussel, James (Pleurobema collina) -",,,,,,
"",200,E,,"$535,120","$2,010","$537,130","$2,100","$539,230"
"",,Wherever found,,,,,,
"",,"Spinymussel, Tar River (Elliptio steinstansana) -",,,,,,
"",750,E,,"$13,000","$6,125","$19,125","$4,900","$24,025"
"",,Wherever found,,,,,,
"",1260,Stirrupshell (Quadrula stapes) - Wherever found E,,$0,$0,$0,$400,$400
"",,"Threeridge, fat (mussel) (Amblema neislerii) -",,,,,,
"",346,E,,"$56,500","$95,240","$151,740","$7,529","$159,269"
"",,Wherever found,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,"Wartyback, white (pearlymussel) (Plethobasus",,,,,,,
"",1196,,E,"$3,000",$351,,"$3,351",$0,"$3,351"
"",,cicatricosus) - Wherever found,,,,,,,
"",,"Wedgemussel, dwarf (Alasmidonta heterodon) -",,,,,,,
"",180,,E,"$577,835","$34,864",,"$612,699","$7,400","$620,099"
"",,Wherever found,,,,,,,
Clams subtotal,,,,"$4,592,325","$3,021,713",,"$7,614,038","$463,753","$8,077,791"
Snails,,"Abalone, Black (Haliotis cracherodii) -",,,,,,,
"",74,,E,$0,"$2,699,460",,"$2,699,460",$0,"$2,699,460"
"",,Wherever found,,,,,,,
"",,"Abalone, White (Haliotis sorenseni) - North",,,,,,,
"",,"America (West Coast from Point Conception,",,,,,,,
"",133,,E,$0,"$1,003,000",,"$1,003,000",$0,"$1,003,000"
"",,"CA, U.S.A., to Punta Abreojos, Baja California,",,,,,,,
"",,Mexico),,,,,,,
"",,"Ambersnail, Kanab (Oxyloma haydeni",,,,,,,
"",1198,,E,$0,"$3,333",,"$3,333",$0,"$3,333"
"",,kanabensis) - Wherever found,,,,,,,
"",,"Campeloma, slender (Campeloma decampi) -",,,,,,,
"",1183,,E,"$3,000",$997,,"$3,997",$0,"$3,997"
"",,Wherever found,,,,,,,
"",,"Cavesnail, Tumbling Creek (Antrobia culveri) -",,,,,,,
"",691,,E,$0,"$24,000",,"$24,000","$6,000","$30,000"
"",,Wherever found,,,,,,,
"",,"Elimia, lacy (snail) (Elimia crenatella) -",,,,,,,
"",856,,T,"$16,500",$0,,"$16,500",$0,"$16,500"
"",,Wherever found,,,,,,,
"",,"Hornsnail, rough (Pleurocera foremani) -",,,,,,,
"",862,,E,"$15,000","$1,196",,"$16,196",$0,"$16,196"
"",,Wherever found,,,,,,,
"",,"Limpet, Banbury Springs (Lanx sp.) - Wherever",,,,,,,
"",385,,E,"$120,345","$9,100",,"$129,445",$0,"$129,445"
"",,found,,,,,,,
"",,"Lioplax, cylindrical (snail) (Lioplax",,,,,,,
"",1207,,E,"$2,500",$622,,"$3,122",$0,"$3,122"
"",,cyclostomaformis) - Wherever found,,,,,,,
"",,"Marstonia, royal (snail) (Pyrgulopsis",,,,,,,
"",951,,E,"$12,000",$125,,"$12,125",$0,"$12,125"
"",,ogmorhaphe) - Wherever found,,,,,,,
"",,[no common name] Snail (Eua zebrina) -,,,,,,,
"",927,,E,"$13,223",$0,,"$13,223",$0,"$13,223"
"",,Wherever found,,,,,,,
"",,[no common name] Snail (Ostodes strigatus) -,,,,,,,
"",927,,E,"$13,223",$0,,"$13,223",$0,"$13,223"
"",,Wherever found,,,,,,,
"",,"Pebblesnail, flat (Lepyrium showalteri) -",,,,,,,
"",1268,,E,$0,$149,,$149,$0,$149
"",,Wherever found,,,,,,,
"",,"Riversnail, Anthony's (Athearnia anthonyi) -",,,,,,,
"",735,Wherever found; Except where listed as,E,"$25,500",$0,,"$25,500",$0,"$25,500"
"",,Experimental Populations,,,,,,,
Group Name,Rank,Species (50 CFR Part 17),Status,FWS Total,Other Fed,,Federal Total,States Total,Species Total
"",,"Riversnail, Anthony's (Athearnia anthonyi) -",,,,,,,
"",1177,U.S.A. (TN - specified portions of the French,EXPN,$0,"$4,254",,"$4,254",$0,"$4,254"
"",,Broad and Holston Rivers; see 17.85(b)(1)),,,,,,,
"",,"Rocksnail, interrupted (=Georgia) (Leptoxis",,,,,,,
"",1077,,E,"$8,000",$0,,"$8,000",$0,"$8,000"
"",,foremani) - Wherever found,,,,,,,
"",,"Rocksnail, painted (Leptoxis taeniata) -",,,,,,,
"",947,,T,"$12,000",$396,,"$12,396",$0,"$12,396"
"",,Wherever found,,,,,,,
"",,"Rocksnail, plicate (Leptoxis plicata) - Wherever",,,,,,,
"",1003,,E,"$10,000",$0,,"$10,000",$0,"$10,000"
"",,found,,,,,,,
"",,"Rocksnail, round (Leptoxis ampla) - Wherever",,,,,,,
"",546,,T,"$56,500",$597,,"$57,097",$0,"$57,097"
"",,found,,,,,,,
"",,"Snail, armored (Pyrgulopsis (=Marstonia)",,,,,,,
"",1254,,E,$800,$0,,$800,$0,$800
"",,pachyta) - Wherever found,,,,,,,
"",,"Snail, Bliss Rapids (Taylorconcha serpenticola) -",,,,,,,
"",429,,T,"$85,066","$13,650",,"$98,716",$0,"$98,716"
"",,Wherever found,,,,,,,
"",,"Snail, Chittenango ovate amber (Succinea",,,,,,,
"",422,,T,"$100,000",$0,,"$100,000",$800,"$100,800"
"",,chittenangoensis) - Wherever found,,,,,,,
"",,"Snail, fragile tree (Samoana fragilis) - Wherever",,,,,,,
"",480,,E,"$60,797","$18,107",,"$78,904",$0,"$78,904"
"",,found,,,,,,,
"",,"Snail, Guam tree (Partula radiolata) - Wherever",,,,,,,
"",413,,E,"$60,797","$47,654",,"$108,451",$0,"$108,451"
"",,found,,,,,,,
"",,"Snail, Humped tree (Partula gibba) - Wherever",,,,,,,
"",415,,E,"$62,825","$44,094",,"$106,919",$0,"$106,919"
"",,found,,,,,,,
"",,"Snail, Iowa Pleistocene (Discus macclintocki) -",,,,,,,
"",587,,E,"$47,000",$0,,"$47,000",$0,"$47,000"
"",,Wherever found,,,,,,,
"",,"Snail, Lanai tree (Partulina semicarinata) -",,,,,,,
"",693,,E,"$29,956",$0,,"$29,956",$0,"$29,956"
"",,Wherever found,,,,,,,
"",,"Snail, Lanai tree (Partulina variabilis) -",,,,,,,
"",693,,E,"$29,956",$0,,"$29,956",$0,"$29,956"
"",,Wherever found,,,,,,,
"",,"Snail, Langford's tree (Partula langfordi) -",,,,,,,
"",634,,E,"$38,938",$0,,"$38,938",$0,"$38,938"
"",,Wherever found,,,,,,,
"",,"Snail, Morro shoulderband (=Banded dune)",,,,,,,
"",358,,E,"$146,137","$2,818",,"$148,955",$0,"$148,955"
"",,(Helminthoglypta walkeriana) - Wherever found,,,,,,,
"",,"Snail, Newcomb's (Erinna newcombi) -",,,,,,,
"",936,,T,"$12,797",$0,,"$12,797",$0,"$12,797"
"",,Wherever found,,,,,,,
"",,"Snail, noonday (Mesodon clarki nantahala) -",,,,,,,
