Common Name,Scientific Name,Area,Group,Recovery Document Date,Status,Region,Recovery Actions
Texas snowbells,Styrax platanifolius ssp. texanus,Wherever found,Flowering Plants,2018-08-03,E,Southwest Region,32.0
Navasota ladies-tresses,Spiranthes parksii,Wherever found,Flowering Plants,1984-09-21,E,Southwest Region,12.0
No common name,Stenogyne kanehoana,Wherever found,Flowering Plants,1998-08-10,E,Pacific Region,25.0
Malheur wire-lettuce,Stephanomeria malheurensis,Wherever found,Flowering Plants,1991-03-21,E,Pacific Region,37.0
Metcalf Canyon jewelflower,Streptanthus albidus ssp. albidus,Wherever found,Flowering Plants,1998-09-30,E,California/Nevada Region,30.0
Tiburon jewelflower,Streptanthus niger,Wherever found,Flowering Plants,1998-09-30,E,California/Nevada Region,15.0
Eureka Dune grass,Swallenia alexandrae,,Flowering Plants,1982-12-13,T,California/Nevada Region,42.0
No common name,Tetramolopium arenarium,Wherever found,Flowering Plants,1996-09-26,E,Pacific Region,35.0
Pamakani,Tetramolopium capillare,Wherever found,Flowering Plants,1997-07-29,E,Pacific Region,31.0
No common name,Tetramolopium filiforme,Wherever found,Flowering Plants,1998-08-10,E,Pacific Region,26.0
No common name,Tetramolopium lepidotum ssp. lepidotum,Wherever found,Flowering Plants,1998-08-10,E,Pacific Region,26.0
No common name,Tetramolopium remyi,Wherever found,Flowering Plants,1995-09-29,E,Pacific Region,46.0
No common name,Tetramolopium rockii,Wherever found,Flowering Plants,1996-09-26,T,Pacific Region,26.0
`Ohe`ohe,Polyscias gymnocarpa,Wherever found,Flowering Plants,1998-08-10,E,Pacific Region,24.0
Cooley's meadowrue,Thalictrum cooleyi,Wherever found,Flowering Plants,1994-04-21,E,Southeast Region,16.0
Last Chance townsendia,Townsendia aprica,Wherever found,Flowering Plants,1993-08-20,T,Mountain-Prairie Region,11.0
Monterey clover,Trifolium trichocalyx,Wherever found,Flowering Plants,2004-08-19,E,California/Nevada Region,20.0
Persistent trillium,Trillium persistens,Wherever found,Flowering Plants,1984-03-27,E,Southeast Region,20.0
Greene's tuctoria,Tuctoria greenei,Wherever found,Flowering Plants,2006-03-07,E,California/Nevada Region,43.0
Solano grass,Tuctoria mucronata,Wherever found,Flowering Plants,2006-03-07,E,California/Nevada Region,33.0
Opuhe,Urera kaalae,Wherever found,Flowering Plants,1998-08-10,E,Pacific Region,25.0
Hawaiian vetch,Vicia menziesii,Wherever found,Flowering Plants,1984-05-18,E,Pacific Region,30.0
No common name,Vigna o-wahuensis,Wherever found,Flowering Plants,1999-07-10,E,Pacific Region,23.0
Pamakani,Viola chamissoniana ssp. chamissoniana,Wherever found,Flowering Plants,1998-08-10,E,Pacific Region,25.0
haha nui,Cyanea horrida,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
Northeastern bulrush,Scirpus ancistrochaetus,,Flowering Plants,1993-08-25,E,Northeast Region,35.0
No common name,Viola lanaiensis,Wherever found,Flowering Plants,1995-09-29,E,Pacific Region,45.0
No common name,Viola oahuensis,Wherever found,Flowering Plants,1998-08-10,E,Pacific Region,25.0
No common name,Phyllostegia bracteata,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
A`e,Zanthoxylum hawaiiense,Wherever found,Flowering Plants,1996-09-26,E,Pacific Region,38.0
Texas wild-rice,Zizania texana,Wherever found,Flowering Plants,1996-02-14,E,Southwest Region,34.0
Todsen's pennyroyal,Hedeoma todsenii,Wherever found,Flowering Plants,2001-01-31,E,Southwest Region,17.0
Large-fruited sand-verbena,Abronia macrocarpa,Wherever found,Flowering Plants,1992-09-30,E,Southwest Region,35.0
San Mateo thornmint,Acanthomintha obovata ssp. duttonii,Wherever found,Flowering Plants,1998-09-30,E,California/Nevada Region,23.0
Round-leaved chaff-flower,Achyranthes splendens var. rotundata,Wherever found,Flowering Plants,1993-10-05,E,Pacific Region,37.0
Sensitive joint-vetch,Aeschynomene virginica,Wherever found,Flowering Plants,1995-09-29,T,Northeast Region,25.0
Sandplain gerardia,Agalinis acuta,Wherever found,Flowering Plants,1989-09-20,E,Northeast Region,24.0
haha,Cyanea magnicalyx,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
Morro manzanita,Arctostaphylos morroensis,Wherever found,Flowering Plants,1998-09-28,T,California/Nevada Region,16.0
No common name,Festuca molokaiensis,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
Marsh Sandwort,Arenaria paludicola,Wherever found,Flowering Plants,1998-09-28,E,California/Nevada Region,38.0
`Ahinahina,Argyroxiphium sandwicense ssp. sandwicense,Wherever found,Flowering Plants,1993-09-30,E,Pacific Region,31.0
Pelos del diablo,Aristida portoricensis,Wherever found,Flowering Plants,1994-05-16,E,Southeast Region,19.0
Welsh's milkweed,Asclepias welshii,Wherever found,Flowering Plants,1992-09-30,T,Mountain-Prairie Region,16.0
Applegate's milk-vetch,Astragalus applegatei,Wherever found,Flowering Plants,1998-04-10,E,California/Nevada Region,26.0
Fish Slough milk-vetch,Astragalus lentiginosus var. piscinensis,Wherever found,Flowering Plants,1998-09-30,T,California/Nevada Region,18.0
Heliotrope milk-vetch,Astragalus montii,Wherever found,Flowering Plants,1995-09-27,T,Mountain-Prairie Region,8.0
Palo de ramon,Banara vanderbiltii,Wherever found,Flowering Plants,1991-03-15,E,Southeast Region,19.0
Decurrent false aster,Boltonia decurrens,Wherever found,Flowering Plants,1990-09-28,T,Great Lakes-Big Rivers Region,29.0
Haha,Cyanea kunthiana,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
Vahl's boxwood,Buxus vahlii,Wherever found,Flowering Plants,1987-04-28,E,Southeast Region,21.0
Capa rosa,Callicarpa ampla,Wherever found,Flowering Plants,1995-07-31,E,Southeast Region,16.0
No common name,Calyptranthes thomasiana,Wherever found,Flowering Plants,1997-09-30,E,Southeast Region,19.0
Palma de manaca,Calyptronoma rivalis,Wherever found,Flowering Plants,1992-06-25,T,Southeast Region,18.0
haha,Cyanea munroi,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
Tiburon paintbrush,Castilleja affinis ssp. neglecta,Wherever found,Flowering Plants,1998-09-30,E,California/Nevada Region,30.0
golden paintbrush,Castilleja levisecta,Wherever found,Flowering Plants,2000-08-23,T,Pacific Region,28.0
No common name,Chamaecrista glandulosa var. mirabilis,Wherever found,Flowering Plants,1994-05-12,E,Southeast Region,19.0
Howell's spineflower,Chorizanthe howellii,Wherever found,Flowering Plants,1998-09-29,E,California/Nevada Region,13.0
Monterey spineflower,Chorizanthe pungens var. pungens,Wherever found,Flowering Plants,1998-09-29,T,California/Nevada Region,13.0
Ma`oli`oli,Schiedea pubescens,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
Pitcher's thistle,Cirsium pitcheri,Wherever found,Flowering Plants,2002-09-20,T,Great Lakes-Big Rivers Region,27.0
Sacramento Mountains thistle,Cirsium vinaceum,Wherever found,Flowering Plants,1993-09-27,T,Southwest Region,15.0
Haha,Cyanea asplenifolia,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
No common name,Cordia bellonis,Wherever found,Flowering Plants,1999-10-01,E,Southeast Region,20.0
Palo de nigua,Cornutia obovata,Wherever found,Flowering Plants,1992-08-07,E,Southeast Region,17.0
Cochise pincushion cactus,Coryphantha robbinsorum,Wherever found,Flowering Plants,1993-09-27,T,Southwest Region,23.0
Pima pineapple cactus,Coryphantha scheeri var. robustispina,Wherever found,Flowering Plants,2018-08-27,E,Southwest Region,19.0
Higuero de sierra,Crescentia portoricensis,Wherever found,Flowering Plants,1991-09-23,E,Southeast Region,20.0
Terlingua Creek cat's-eye,Cryptantha crassipes,Wherever found,Flowering Plants,1994-04-05,E,Southwest Region,39.0
Hoawa,Pittosporum halophilum,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
Haha,Cyanea pinnatifida,Wherever found,Flowering Plants,1998-08-10,E,Pacific Region,27.0
`aku`aku,Cyanea platyphylla,Wherever found,Flowering Plants,1996-09-26,E,Pacific Region,34.0
Haha,Cyanea stictophylla,Wherever found,Flowering Plants,1996-09-26,E,Pacific Region,35.0
Ha`iwale,Cyrtandra crenata,Wherever found,Flowering Plants,1998-08-10,E,Pacific Region,26.0
Ha`iwale,Cyrtandra giffardii,Wherever found,Flowering Plants,1996-09-26,E,Pacific Region,35.0
Leafy prairie-clover,Dalea foliosa,Wherever found,Flowering Plants,1996-09-30,E,Southeast Region,18.0
No common name,Daphnopsis helleriana,Wherever found,Flowering Plants,1992-08-07,E,Southeast Region,14.0
haiwale,Cyrtandra ferripilosa,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
Ko`oko`olau,Bidens campylotheca ssp. pentamera,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
Smooth coneflower,Echinacea laevigata,Wherever found,Flowering Plants,1995-04-18,E,Southeast Region,10.0
Chisos Mountain hedgehog Cactus,Echinocereus chisoensis var. chisoensis,Wherever found,Flowering Plants,1993-12-08,T,Southwest Region,40.0
Ash Meadows sunray,Enceliopsis nudicaulis var. corrugata,Wherever found,Flowering Plants,1990-09-28,T,California/Nevada Region,6.0
Parish's daisy,Erigeron parishii,Wherever found,Flowering Plants,1997-09-30,T,California/Nevada Region,22.0
Clay-Loving wild buckwheat,Eriogonum pelinophilum,Wherever found,Flowering Plants,1988-11-10,E,Mountain-Prairie Region,17.0
Loch Lomond coyote thistle,Eryngium constancei,Wherever found,Flowering Plants,2006-03-07,E,California/Nevada Region,31.0
Nohoanu,Geranium hillebrandii,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
Menzies' wallflower,Erysimum menziesii,Wherever found,Flowering Plants,1998-09-29,E,California/Nevada Region,14.0
Ben Lomond wallflower,Erysimum teretifolium,Wherever found,Flowering Plants,1998-09-28,E,California/Nevada Region,24.0
Minnesota dwarf trout lily,Erythronium propullans,Wherever found,Flowering Plants,1987-12-16,E,Great Lakes-Big Rivers Region,11.0
Uvillo,Eugenia haematocarpa,Wherever found,Flowering Plants,1998-09-11,E,Southeast Region,19.0
Hillebrand's reedgrass,Calamagrostis hillebrandii,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
Ha`iwale,Cyrtandra hematos,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
Nohoanu,Geranium multiflorum,Wherever found,Flowering Plants,1997-07-29,E,Pacific Region,23.0
Monterey gilia,Gilia tenuiflora ssp. arenaria,Wherever found,Flowering Plants,1998-09-29,E,California/Nevada Region,12.0
Ash Meadows gumplant,Grindelia fraxinipratensis,Wherever found,Flowering Plants,1990-09-28,T,California/Nevada Region,6.0
Higo Chumbo,Harrisia portoricensis,Wherever found,Flowering Plants,1996-11-12,T,Southeast Region,18.0
Roan Mountain bluet,Hedyotis purpurea var. montana,Wherever found,Flowering Plants,1996-05-13,E,Southeast Region,32.0
Schweinitz's sunflower,Helianthus schweinitzii,Wherever found,Flowering Plants,1994-04-22,E,Southeast Region,11.0
Swamp pink,Helonias bullata,Wherever found,Flowering Plants,1991-09-30,T,Northeast Region,18.0
Koki`o ke`oke`o,Hibiscus arnottianus ssp. immaculatus,Wherever found,Flowering Plants,1996-09-26,E,Pacific Region,25.0
Cook's holly,Ilex cookii,Wherever found,Flowering Plants,1991-01-31,E,Southeast Region,17.0
Peter's Mountain mallow,Iliamna corei,Wherever found,Flowering Plants,1990-09-28,E,Northeast Region,12.0
Dwarf lake iris,Iris lacustris,Wherever found,Flowering Plants,2013-08-01,T,Great Lakes-Big Rivers Region,7.0
Hilo ischaemum,Ischaemum byrone,Wherever found,Flowering Plants,1996-09-26,E,Pacific Region,36.0
Aupaka,Isodendrion hosakae,Wherever found,Flowering Plants,1994-05-23,E,Pacific Region,28.0
Ko`oko`olau,Bidens conjuncta,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
Kamakahala,Labordia cyrtandrae,Wherever found,Flowering Plants,1998-08-10,E,Pacific Region,27.0
haha,Cyanea duvalliorum,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
Prairie bush-clover,Lespedeza leptostachya,Wherever found,Flowering Plants,1988-10-06,T,Great Lakes-Big Rivers Region,13.0
San Bernardino Mountains bladderpod,Lesquerella kingii ssp. bernardina,Wherever found,Flowering Plants,1997-09-30,E,California/Nevada Region,19.0
Heller's blazingstar,Liatris helleri,Wherever found,Flowering Plants,2000-01-28,T,Southeast Region,18.0
Pondberry,Lindera melissifolia,Wherever found,Flowering Plants,1993-09-23,E,Southeast Region,30.0
nehe,Melanthera kamolensis,Wherever found,Flowering Plants,1997-07-29,E,Pacific Region,35.0
No common name,Phyllostegia pilosa,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
Lanai tree snail,Partulina semicarinata,Wherever found,Snails,2021-02-15,E,Pacific Region,
Tooth Cave spider,Tayshaneta myopica,Wherever found,Arachnids,2019-08-28,E,Southwest Region,22.0
No common name,Lobelia monostachya,Wherever found,Flowering Plants,1998-08-10,E,Pacific Region,24.0
White bladderpod,Physaria pallida,Wherever found,Flowering Plants,2019-07-25,E,Southwest Region,19.0
Rough-leaved loosestrife,Lysimachia asperulaefolia,Wherever found,Flowering Plants,1995-04-19,E,Southeast Region,15.0
No common name,Lysimachia filifolia,Wherever found,Flowering Plants,1995-09-20,E,Pacific Region,40.0
Michigan monkey-flower,Mimulus michiganensis,Wherever found,Flowering Plants,1997-09-17,E,Great Lakes-Big Rivers Region,17.0
No common name,Mitracarpus maxwelliae,Wherever found,Flowering Plants,1998-10-06,E,Southeast Region,18.0
No common name,Mitracarpus polycladus,Wherever found,Flowering Plants,1998-10-06,E,Southeast Region,18.0
Spreading navarretia,Navarretia fossalis,Wherever found,Flowering Plants,1998-09-03,T,California/Nevada Region,11.0
Amargosa niterwort,Nitrophila mohavensis,Wherever found,Flowering Plants,1990-09-28,E,California/Nevada Region,6.0
Palo de rosa,Ottoschulzia rhodoxylon,Wherever found,Flowering Plants,1994-09-20,E,Southeast Region,18.0
Canby's dropwort,Oxypolis canbyi,Wherever found,Flowering Plants,1990-04-10,E,Southeast Region,16.0
Fassett's locoweed,Oxytropis campestris var. chartacea,Wherever found,Flowering Plants,1991-03-29,T,Great Lakes-Big Rivers Region,6.0
Blowout penstemon,Penstemon haydenii,Wherever found,Flowering Plants,1992-07-17,E,Mountain-Prairie Region,29.0
White-rayed pentachaeta,Pentachaeta bellidiflora,Wherever found,Flowering Plants,1998-09-30,E,California/Nevada Region,25.0
Wheeler's peperomia,Peperomia wheeleri,Wherever found,Flowering Plants,1990-11-26,E,Southeast Region,18.0
No common name,Phyllostegia mollis,Wherever found,Flowering Plants,1998-08-10,E,Pacific Region,24.0
Texas snowbells,Styrax platanifolius ssp. texanus,Wherever found,Flowering Plants,2019-09-26,E,Southwest Region,32.0
No common name,Platanthera holochila,Wherever found,Flowering Plants,1999-07-10,E,Pacific Region,24.0
Eastern prairie fringed orchid,Platanthera leucophaea,Wherever found,Flowering Plants,1999-09-29,T,Great Lakes-Big Rivers Region,13.0
Otay mesa-mint,Pogogyne nudiuscula,Wherever found,Flowering Plants,1998-09-03,E,California/Nevada Region,9.0
No common name,Cyperus neokunthianus,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
Maguire primrose,Primula maguirei,Wherever found,Flowering Plants,1990-09-27,T,Mountain-Prairie Region,8.0
Harperella,Ptilimnium nodosum,Wherever found,Flowering Plants,1991-03-05,E,Northeast Region,25.0
Michaux's sumac,Rhus michauxii,Wherever found,Flowering Plants,1993-04-30,E,Southeast Region,16.0
Lanai sandalwood (=`iliahi),Santalum haleakalae var. lanaiense,Wherever found,Flowering Plants,1995-09-29,E,Pacific Region,61.0
Alabama canebrake pitcher-plant,Sarracenia rubra ssp. alabamensis,Wherever found,Flowering Plants,1992-10-08,E,Southeast Region,12.0
Mountain sweet pitcher-plant,Sarracenia rubra ssp. jonesii,Wherever found,Flowering Plants,1990-08-13,E,Southeast Region,16.0
American chaffseed,Schwalbea americana,Wherever found,Flowering Plants,1995-09-29,E,Southeast Region,16.0
Large-flowered skullcap,Scutellaria montana,Wherever found,Flowering Plants,1996-05-15,T,Southeast Region,13.0
Ohai,Sesbania tomentosa,Wherever found,Flowering Plants,1999-07-10,E,Pacific Region,28.0
Pedate checker-mallow,Sidalcea pedata,Wherever found,Flowering Plants,1998-07-31,E,California/Nevada Region,22.0
No common name,Silene hawaiiensis,Wherever found,Flowering Plants,1996-09-26,T,Pacific Region,37.0
Erubia,Solanum drymophilum,Wherever found,Flowering Plants,1992-07-09,E,Southeast Region,15.0
Houghton's goldenrod,Solidago houghtonii,Wherever found,Flowering Plants,1997-09-17,T,Great Lakes-Big Rivers Region,28.0
Blue Ridge goldenrod,Solidago spithamaea,Wherever found,Flowering Plants,1987-10-28,T,Southeast Region,17.0
Cobana negra,Stahlia monosperma,Wherever found,Flowering Plants,1996-11-01,T,Southeast Region,14.0
Palo colorado,Ternstroemia luquillensis,Wherever found,Flowering Plants,1995-07-31,E,Southeast Region,14.0
No common name,Ternstroemia subsessilis,Wherever found,Flowering Plants,1995-07-31,E,Southeast Region,14.0
Howell''s spectacular thelypody,Thelypodium howellii ssp. spectabilis,Wherever found,Flowering Plants,2002-06-03,T,Pacific Region,26.0
Slender-petaled mustard,Thelypodium stenopetalum,Wherever found,Flowering Plants,1998-07-31,E,California/Nevada Region,22.0
Kneeland Prairie penny-cress,Thlaspi californicum,Wherever found,Flowering Plants,2003-08-14,E,California/Nevada Region,15.0
Santa Cruz Island fringepod,Thysanocarpus conchuliferus,Wherever found,Flowering Plants,2000-09-26,E,California/Nevada Region,24.0
Bariaco,Trichilia triacantha,Wherever found,Flowering Plants,1991-08-20,E,Southeast Region,21.0
No common name,Cyanea kauaulaensis,Wherever found,Flowering Plants,2021-02-15,E,Pacific Region,
Government Canyon Bat Cave spider,Tayshaneta microps,Wherever found,Arachnids,2011-10-04,E,Southwest Region,7.0
Houston toad,Bufo houstonensis,Wherever found,Amphibians,2022-05-20,E,Southwest Region,
Tennessee yellow-eyed grass,Xyris tennesseensis,Wherever found,Flowering Plants,1994-06-24,E,Southeast Region,16.0
St. Thomas prickly-ash,Zanthoxylum thomasianum,Wherever found,Flowering Plants,1988-04-05,E,Southeast Region,25.0
Seabeach amaranth,Amaranthus pumilus,Wherever found,Flowering Plants,1996-11-12,T,Southeast Region,11.0
Holmgren milk-vetch,Astragalus holmgreniorum,Wherever found,Flowering Plants,2006-09-29,E,Mountain-Prairie Region,50.0
Peirson's milk-vetch,Astragalus magdalenae var. peirsonii,Wherever found,Flowering Plants,2019-07-26,T,California/Nevada Region,3.0
